locnumber;standyear;rotation;clone;repetition;shoots;dbh1;d0.1 1;dbh2;d0.1 2;dbh3;d0.1 3;dbh4;d0.1 4;dbh5;d0.1 5;dbh6;d0.1 6;dbh7;d0.1 7;dbh8;d0.1 8;dbh9;d0.1 9;dbh10;d0.1 10;dbh11;d0.1 11;dbh12;dbh13;dbh14;dbh15;height;l 1;l 2;l 3;l 4;l 5;l 6;l 7;l 8;l 9;l 10;l 11;l 12;l 13;remark;location;acqdate;treenumber
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;22
37;2;1;4;1;3;17;23;17;23;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;23
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;24
37;2;1;4;1;3;16;22;14;17;2;;;;;;;;;;;;;;;;;;;;;;;46,3;38,7;11;;;;;;;;;;;;;20091110;25
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;26
37;2;1;4;1;2;21;29;22;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;27
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;28
37;2;1;4;1;3;32;42;13;18;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;29
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;30
37;2;1;4;1;3;30;36;16;24;3;;;;;;;;;;;;;;;;;;;;;;;56,7;43,8;12,5;;;;;;;;;;;;;20091110;31
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;32
37;2;1;4;1;2;26;34;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;33
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;34
37;2;1;4;1;4;22;31;26;36;20;31;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;35
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;36
37;2;1;4;1;2;29;41;17;28;;;;;;;;;;;;;;;;;;;;;;;;59,2;51,8;;;;;;;;;;;;;;20091110;37
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;38
37;2;1;4;1;3;19;27;11;15;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;39
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;40
37;2;1;4;1;4;25;32;16;24;7;12;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;41
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;42
37;2;1;4;1;3;22;28;19;27;7;;;;;;;;;;;;;;;;;;;;;;;54,1;51,9;16,5;;;;;;;;;;;;;20091110;43
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;44
37;2;1;4;1;2;25;34;26;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;45
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;46
37;2;1;4;1;2;31;38;5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;47
37;2;1;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;48
37;2;1;5;1;2;25;30;24;34;;;;;;;;;;;;;;;;;;;;;;;;56,7;56,6;;;;;;;;;;;;;;20091110;1
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;2
37;2;1;5;1;1;29;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;3
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;4
37;2;1;5;1;2;25;32;17;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;5
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;6
37;2;1;5;1;1;31;39;;;;;;;;;;;;;;;;;;;;;;;;;;60,2;;;;;;;;;;;;;;;20091110;7
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;8
37;2;1;5;1;1;29;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;9
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;10
37;2;1;5;1;1;20;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;11
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;12
37;2;1;5;1;3;20;24;20;27;7;12;;;;;;;;;;;;;;;;;;;;;;52,8;52,8;26,4;;;;;;;;;;;;;20091110;13
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;14
37;2;1;5;1;2;30;40;11;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;15
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;16
37;2;1;5;1;3;10;16;6;11;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;17
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;18
37;2;1;5;1;1;26;35;;;;;;;;;;;;;;;;;;;;;;;;;;58,9;;;;;;;;;;;;;;;20091110;19
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;20
37;2;1;5;1;4;25;34;20;27;16;30;14;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;21
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;22
37;2;1;5;1;1;26;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;23
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;24
37;2;1;5;1;4;11;24;7;14;5;7;3;5;;;;;;;;;;;;;;;;;;;;35;28,3;20,9;17;;;;;;;;;;;;20091110;25
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;26
37;2;1;5;1;6;5;8;6;7;5;7;9;10;6;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;27
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;28
37;2;1;5;1;2;6;10;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;29
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;30
37;2;1;5;1;1;14;20;;;;;;;;;;;;;;;;;;;;;;;;;;57;;;;;;;;;;;;;;;20091110;31
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;32
37;2;1;5;1;2;27;37;22;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;33
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;34
37;2;1;5;1;1;22;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;35
37;2;1;5;1;1;30;43;;;;;;;;;;;;;;;;;;;;;;;;;;52,8;;;;;;;;;;;;;;;20091110;36
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;37
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;38
37;2;1;5;1;1;20;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;39
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;40
37;2;1;5;1;2;27;36;13;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;41
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;42
37;2;1;5;1;2;25;33;14;26;;;;;;;;;;;;;;;;;;;;;;;;54,5;55;;;;;;;;;;;;;;20091110;43
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;44
37;2;1;5;1;1;27;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;45
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;46
37;2;1;5;1;2;24;30;20;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;47
37;2;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;48
37;2;1;1;2;1;28;40;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;20091110;49
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;50
37;2;1;1;2;1;19;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;51
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;52
37;2;1;1;2;1;23;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;53
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;54
37;2;1;1;2;1;12;26;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;;;20091110;55
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;56
37;2;1;1;2;1;11;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;57
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;58
37;2;1;1;2;1;7;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;59
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;60
37;2;1;1;2;1;11;18;;;;;;;;;;;;;;;;;;;;;;;;;;28;;;;;;;;;;;;;;;20091110;61
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;62
37;2;1;1;2;1;18;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;63
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;64
37;2;1;1;2;1;34;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;65
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;66
37;2;1;1;2;1;31;38;;;;;;;;;;;;;;;;;;;;;;;;;;47;;;;;;;;;;;;;;;20091110;67
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;68
37;2;1;1;2;1;31;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;69
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;70
37;2;1;1;2;1;22;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;71
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;72
37;2;1;1;2;1;11;21;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;20091110;73
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;74
37;2;1;1;2;2;12;26;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;75
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;76
37;2;1;1;2;1;13;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;77
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;78
37;2;1;1;2;1;29;41;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;;;;20091110;79
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;80
37;2;1;1;2;1;35;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;81
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;82
37;2;1;1;2;1;21;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;83
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;84
37;2;1;1;2;1;17;29;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;20091110;85
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;86
37;2;1;1;2;2;23;36;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;87
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;88
37;2;1;1;2;1;14;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;89
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;90
37;2;1;1;2;1;31;40;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;20091110;91
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;92
37;2;1;1;2;1;23;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;93
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;94
37;2;1;1;2;1;25;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;95
37;2;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;96
37;2;1;2;2;1;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;20091110;49
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;50
37;2;1;2;2;1;7;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;51
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;52
37;2;1;2;2;1;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;53
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;54
37;2;1;2;2;1;7;14;;;;;;;;;;;;;;;;;;;;;;;;;;21,5;;;;;;;;;;;;;;;20091110;55
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;56
37;2;1;2;2;2;7;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;57
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;58
37;2;1;2;2;1;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;59
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;60
37;2;1;2;2;1;14;20;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;20091110;61
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;62
37;2;1;2;2;1;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;63
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;64
37;2;1;2;2;1;24;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;65
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;66
37;2;1;2;2;1;21;40;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;20091110;67
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;68
37;2;1;2;2;1;7;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;69
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;70
37;2;1;2;2;1;8;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;71
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;72
37;2;1;2;2;1;5;15;;;;;;;;;;;;;;;;;;;;;;;;;;14,5;;;;;;;;;;;;;;;20091110;73
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;74
37;2;1;2;2;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;75
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;76
37;2;1;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;77
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;78
37;2;1;2;2;1;6;18;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;20091110;79
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;80
37;2;1;2;2;5;15;20;6;11;7;12;4;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;81
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;82
37;2;1;2;2;1;8;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;83
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;84
37;2;1;2;2;1;10;25;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;20091110;85
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;86
37;2;1;2;2;1;5;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;87
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;88
37;2;1;2;2;1;7;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;89
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;90
37;2;1;2;2;1;8;22;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;20091110;91
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;92
37;2;1;2;2;1;11;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;93
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;94
37;2;1;2;2;1;6;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;95
37;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;96
37;2;1;3;2;1;30;41;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;;;;;;;;;;;;;20091110;49
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;50
37;2;1;3;2;1;35;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;51
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;52
37;2;1;3;2;1;16;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;53
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;54
37;2;1;3;2;1;12;20;;;;;;;;;;;;;;;;;;;;;;;;;;29,5;;;;;;;;;;;;;;;20091110;55
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;56
37;2;1;3;2;1;2;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;57
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;58
37;2;1;3;2;1;20;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;59
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;60
37;2;1;3;2;2;10;20;7;15;;;;;;;;;;;;;;;;;;;;;;;;24;21;;;;;;;;;;;;;;20091110;61
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;62
37;2;1;3;2;1;11;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;63
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;64
37;2;1;3;2;2;32;47;24;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;65
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;66
37;2;1;3;2;2;36;50;10;17;;;;;;;;;;;;;;;;;;;;;;;;48;25;;;;;;;;;;;;;;20091110;67
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;68
37;2;1;3;2;1;25;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;69
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;70
37;2;1;3;2;2;7;14;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;71
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;72
37;2;1;3;2;1;21;31;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;20091110;73
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;74
37;2;1;3;2;2;13;20;10;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;75
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;76
37;2;1;3;2;1;11;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;77
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;78
37;2;1;3;2;1;26;29;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;20091110;79
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;80
37;2;1;3;2;1;36;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;81
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;82
37;2;1;3;2;1;30;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;83
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;84
37;2;1;3;2;1;24;31;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;;;;;;;;;;20091110;85
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;86
37;2;1;3;2;1;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;87
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;88
37;2;1;3;2;1;13;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;89
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;90
37;2;1;3;2;2;15;21;11;17;;;;;;;;;;;;;;;;;;;;;;;;28;26;;;;;;;;;;;;;;20091110;91
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;92
37;2;1;3;2;1;7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;93
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;94
37;2;1;3;2;1;14;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;95
37;2;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;96
37;2;1;4;2;3;20;28;19;26;11;15;;;;;;;;;;;;;;;;;;;;;;48,6;47;32;;;;;;;;;;;;;20091110;49
37;2;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;50
37;2;1;4;2;3;17;24;24;28;16;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;51
37;2;1;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20091110;52
